"Directory.Name"	"Species"	"Common.name"	"Other.species.names"	"Species.Taxonomy.ID"	"Taxonomic.Lineage"	"Assembly.name"	"NCBI.accession"	"Source.of.assembly"	"NCBI.assembly.name"	"NCBI.assembly.status"	"Assembly.submission.date"	"Assembly.submitter.organization"	"contig.N50..bp."	"scaffold.N50..bp."	"Zoonomia_name"
"214"	"Panthera_tigris__tiger__HLpanTig3__GCF_018350195.1"	"Panthera_tigris"	"tiger"	"Felis_tigris"	9694	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Pantherinae; Panthera"	"HLpanTig3"	"GCF_018350195.1"	"NCBI"	"P.tigris_Pti1_mat1.1"	"Chromosome"	"2021-05-13"	"Texas A&M University"	74391967	146942463	"panthera_tigris"
"215"	"Helogale_parvula__dwarf_mongoose__HLhelPar1__GCA_004023845.1"	"Helogale_parvula"	"dwarf mongoose"	""	210647	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Herpestidae; Helogale"	"HLhelPar1"	"GCA_004023845.1"	"NCBI"	"HelPar_v1_BIUU"	"Scaffold"	"2019-01-15"	"Broad Institute"	113567	179119	"helogale_parvula"
"216"	"Mungos_mungo__banded_mongoose__HLmunMug1__GCA_004023785.1"	"Mungos_mungo"	"banded mongoose"	"Viverra_mungo"	210652	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Herpestidae; Mungos"	"HLmunMug1"	"GCA_004023785.1"	"NCBI"	"MunMun_v1_BIUU"	"Scaffold"	"2019-01-15"	"Broad Institute"	180702	236501	"mungos_mungo"
"217"	"Suricata_suricatta__meerkat__HLsurSur2__GCA_004023905.1"	"Suricata_suricatta"	"meerkat"	"suricate,slender-tailed_meerkat"	37032	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Herpestidae; Suricata"	"HLsurSur2"	"GCA_004023905.1"	"NCBI"	"SurSur_v1_BIUU"	"Scaffold"	"2019-01-15"	"Broad Institute"	148487	186735	"suricata_suricatta"
"218"	"Hyaena_hyaena__striped_hyena__HLhyaHya1__GCA_003009895.1"	"Hyaena_hyaena"	"striped hyena"	""	95912	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Hyaenidae; Hyaena"	"HLhyaHya1"	"GCA_003009895.1"	"NCBI"	"ASM300989v1"	"Scaffold"	"2018-03-19"	"Potsdam University"	311202	2001327	"hyaena_hyaena"
"219"	"Paradoxurus_hermaphroditus__Asian_palm_civet__HLparHer1__GCA_004024585.1"	"Paradoxurus_hermaphroditus"	"Asian palm civet"	""	71117	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Viverridae; Paradoxurinae; Paradoxurus"	"HLparHer1"	"GCA_004024585.1"	"NCBI"	"ParHer_v1_BIUU"	"Scaffold"	"2019-01-15"	"Broad Institute"	62870	71823	"paradoxurus_hermaphroditus"
"220"	"Miniopterus_natalensis__Natal_long-fingered_bat__HLminNat1__GCA_001595765.1"	"Miniopterus_natalensis"	"Natal long-fingered bat"	"Miniopterus_schreibersii_natalensis"	291302	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Miniopteridae; Miniopterus"	"HLminNat1"	"GCA_001595765.1"	"NCBI"	"Mnat.v1"	"Scaffold"	"2016-03-22"	"University of California, San Francisco"	29777	4315193	"miniopterus_natalensis"
"221"	"Miniopterus_schreibersii__Schreibers_long-fingered_bat__HLminSch1__GCA_004026525.1"	"Miniopterus_schreibersii"	"Schreibers long-fingered bat"	"Schreibers's_long-fingered_bat,Common_bent-wing_bat,Miniopterus_schreibersi"	9433	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Miniopteridae; Miniopterus"	"HLminSch1"	"GCA_004026525.1"	"NCBI"	"MinSch_v1_BIUU"	"Scaffold"	"2019-01-16"	"Broad Institute"	82539	108707	"miniopterus_schreibersii"
"222"	"Miniopterus_schreibersii__Schreibers_long-fingered_bat__HLminSch2A__GCA_964146895.1"	"Miniopterus_schreibersii"	"Schreibers long-fingered bat"	"Schreibers's_long-fingered_bat,Miniopterus_schreibersi,Common_bent-wing_bat"	9433	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Miniopteridae; Miniopterus"	"HLminSch2A"	"GCA_964146895.1"	"NCBI"	"mMinSch1.hap1.1"	"Chromosome"	"2024-06-06"	"WELLCOME SANGER INSTITUTE"	2292542	86279620	"miniopterus_schreibersii"
"223"	"Miniopterus_schreibersii__Schreibers_long-fingered_bat__HLminSch2B__GCA_964145185.1"	"Miniopterus_schreibersii"	"Schreibers long-fingered bat"	"Schreibers's_long-fingered_bat,Common_bent-wing_bat,Miniopterus_schreibersi"	9433	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Miniopteridae; Miniopterus"	"HLminSch2B"	"GCA_964145185.1"	"NCBI"	"mMinSch1.hap2.1"	"Scaffold"	"2024-06-04"	"WELLCOME SANGER INSTITUTE"	2346505	84995947	"miniopterus_schreibersii"
"224"	"Tadarida_brasiliensis__Brazilian_free-tailed_bat__HLtadBra3__GCA_030848825.1"	"Tadarida_brasiliensis"	"Brazilian free-tailed bat"	""	9438	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Molossidae; Tadarida"	"HLtadBra3"	"GCA_030848825.1"	"NCBI"	"DD_mTadBra1_pri"	"Complete Genome"	"2023-08-22"	"Bat1K"	86333355	111098925	"tadarida_brasiliensis"
"225"	"Mormoops_blainvillei__Antillean_ghost-faced_bat__HLmorBla1__GCA_004026545.1"	"Mormoops_blainvillei"	"Antillean ghost-faced bat"	"Mormoops_blainvillii"	118852	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Mormoopidae; Mormoops"	"HLmorBla1"	"GCA_004026545.1"	"NCBI"	"MorMeg_v1_BIUU"	"Scaffold"	"2019-01-16"	"Broad Institute"	142682	156292	"mormoops_blainvillei"
"226"	"Pteronotus_parnellii__Parnells_mustached_bat__HLptePar2"	"Pteronotus_parnellii"	"Parnells mustached bat"	""	59476	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Mormoopidae; Pteronotus"	"HLptePar2"	"Dryad https://doi.org/10.5061/dryad.0k6djh9z1"	"Dryad https://doi.org/10.5061/dryad.0k6djh9z1"	""	""	"2022-02-18"	""	1927	77454	"pteronotus_parnellii"
"227"	"Noctilio_leporinus__greater_bulldog_bat__HLnocLep1__GCA_004026585.1"	"Noctilio_leporinus"	"greater bulldog bat"	""	94963	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Noctilionidae; Noctilio"	"HLnocLep1"	"GCA_004026585.1"	"NCBI"	"NocLep_v1_BIUU"	"Scaffold"	"2019-01-16"	"Broad Institute"	135651	191494	"noctilio_leporinus"
"228"	"Carollia_perspicillata__Sebas_short-tailed_bat__HLcarPer3__GCA_004027735.1"	"Carollia_perspicillata"	"Sebas short-tailed bat"	""	40233	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Phyllostomidae; Carolliinae; Carollia"	"HLcarPer3"	"GCA_004027735.1"	"NCBI"	"CarPer_v1_BIUU"	"Scaffold"	"2019-01-16"	"Broad Institute"	10341	10739	"carollia_perspicillata"
"229"	"Carollia_perspicillata__Sebas_short-tailed_bat__HLcarPer2"	"Carollia_perspicillata"	"Sebas short-tailed bat"	""	40233	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Phyllostomidae; Carolliinae; Carollia"	"HLcarPer2"	"Hillerlab"	"Hillerlab"	""	""	"2020-09-20"	""	31697900	240439855	"carollia_perspicillata"
"230"	"Desmodus_rotundus__common_vampire_bat__HLdesRot15A"	"Desmodus_rotundus"	"common vampire bat"	"vampire_bat,Phyllostoma_rotundum"	9430	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Phyllostomidae; Desmodontinae; Desmodus"	"HLdesRot15A"	"TBG Hillerlab"	"TBG Hillerlab"	""	""	"2023-05-25"	""	9037853	161147830	"desmodus_rotundus"
"231"	"Anoura_caudifer__tailed_tailless_bat__HLanoCau1__GCA_004027475.1"	"Anoura_caudifer"	"tailed tailless bat"	""	27642	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Phyllostomidae; Glossophaginae; Anoura"	"HLanoCau1"	"GCA_004027475.1"	"NCBI"	"AnoCau_v1_BIUU"	"Scaffold"	"2019-01-16"	"Broad Institute"	143417	185021	"anoura_caudifer"
"232"	"Micronycteris_hirsuta__hairy_big-eared_bat__HLmicHir1__GCA_004026765.1"	"Micronycteris_hirsuta"	"hairy big-eared bat"	""	148065	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Phyllostomidae; Phyllostominae; Micronycteris"	"HLmicHir1"	"GCA_004026765.1"	"NCBI"	"MicHir_v1_BIUU"	"Scaffold"	"2019-01-16"	"Broad Institute"	62961	68868	"micronycteris_hirsuta"
"233"	"Artibeus_jamaicensis__Jamaican_fruit-eating_bat__HLartJam2__GCA_014825515.1"	"Artibeus_jamaicensis"	"Jamaican fruit-eating bat"	""	9417	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Phyllostomidae; Stenodermatinae; Artibeus"	"HLartJam2"	"GCA_014825515.1"	"NCBI"	"WHU_Ajam_v2"	"Scaffold"	"2020-09-30"	"College of Life Sciences at Wuhan University"	374929	2589479	"artibeus_jamaicensis"
"234"	"Artibeus_jamaicensis__Jamaican_fruit-eating_bat__HLartJam3__GCA_021234435.1"	"Artibeus_jamaicensis"	"Jamaican fruit-eating bat"	""	9417	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Phyllostomidae; Stenodermatinae; Artibeus"	"HLartJam3"	"GCA_021234435.1"	"NCBI, Diana Moreno"	""	""	"2021-09-10"	""	22092642	22092642	"artibeus_jamaicensis"
"235"	"Eptesicus_fuscus__big_brown_bat__HLeptFus3__GCF_027574615.1"	"Eptesicus_fuscus"	"big brown bat"	"Vespertilio_fuscus"	29078	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Eptesicus"	"HLeptFus3"	"GCF_027574615.1"	"NCBI"	"DD_ASM_mEF_20220401"	"Chromosome"	"2023-01-09"	"Bat1K"	49033427	102817582	"eptesicus_fuscus"
"236"	"Lasiurus_borealis__red_bat__HLlasBor1__GCA_004026805.1"	"Lasiurus_borealis"	"red bat"	""	258930	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Lasiurus"	"HLlasBor1"	"GCA_004026805.1"	"NCBI"	"LasBor_v1_BIUU"	"Scaffold"	"2019-01-16"	"Broad Institute"	35165	38543	"lasiurus_borealis"
"237"	"Myotis_lucifugus__little_brown_bat__HLmyoLuc1"	"Myotis_lucifugus"	"little brown bat"	""	59463	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis"	"HLmyoLuc1"	"DNA Zoo Consortium"	"DNA Zoo Consortium"	""	""	"2020-07-12"	""	61531	95464383	"myotis_lucifugus"
"238"	"Myotis_myotis__greater_mouse-eared_bat__HLmyoMyo6__GCA_014108235.1"	"Myotis_myotis"	"greater mouse-eared bat"	""	51298	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis"	"HLmyoMyo6"	"GCA_014108235.1"	"NCBI, Bat1K"	""	""	"2019-04-16"	""	11795106	94448911	"myotis_myotis"
"239"	"Myotis_brandtii__Brandts_myotis_bat__myoBra1__GCF_000412655.1"	"Myotis_brandtii"	"Brandts myotis bat"	""	109478	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis"	"myoBra1"	"GCF_000412655.1"	"NCBI"	"ASM41265v1"	"Scaffold"	"2013-06-28"	"BGI"	23289	3225832	"myotis_brandtii"
"240"	"Myotis_davidii__Davids_myotis_bat__myoDav1__GCF_000327345.1"	"Myotis_davidii"	"Davids myotis bat"	""	225400	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis"	"myoDav1"	"GCF_000327345.1"	"NCBI"	"ASM32734v1"	"Scaffold"	"2012-12-20"	"BGI"	15182	3454484	"myotis_davidii"
"241"	"Pipistrellus_pipistrellus__common_pipistrelle__HLpipPip1__GCA_004026625.1"	"Pipistrellus_pipistrellus"	"common pipistrelle"	"Vespertilio_pipistrellus"	59474	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Pipistrellus"	"HLpipPip1"	"GCA_004026625.1"	"NCBI"	"PipPip_v1_BIUU"	"Scaffold"	"2019-01-16"	"Broad Institute"	26707	33992	"pipistrellus_pipistrellus"
"242"	"Pipistrellus_pipistrellus__common_pipistrelle__HLpipPip2__GCA_903992545.1"	"Pipistrellus_pipistrellus"	"common pipistrelle"	"Vespertilio_pipistrellus"	59474	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Pipistrellus"	"HLpipPip2"	"GCA_903992545.1"	"NCBI"	"mPipPip1.1"	"Chromosome"	"2020-08-06"	"SC"	4446752	94929986	"pipistrellus_pipistrellus"
"243"	"Macroglossus_sobrinus__Long-tongued_fruit_bat__HLmacSob1__GCA_004027375.1"	"Macroglossus_sobrinus"	"Long-tongued fruit bat"	""	326083	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Macroglossinae; Macroglossus"	"HLmacSob1"	"GCA_004027375.1"	"NCBI"	"MacSob_v1_BIUU"	"Scaffold"	"2019-01-16"	"Broad Institute"	338389	453401	"macroglossus_sobrinus"
"244"	"Eidolon_helvum__straw-colored_fruit_bat__HLeidHel2"	"Eidolon_helvum"	"straw-colored fruit bat"	""	77214	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Pteropodinae; Eidolon"	"HLeidHel2"	"DNA Zoo Consortium"	"DNA Zoo Consortium"	""	""	"2019-02-06"	""	12384	81966912	"eidolon_helvum"
"245"	"Pteropus_vampyrus__large_flying_fox__HLpteVam3"	"Pteropus_vampyrus"	"large flying fox"	""	132908	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Pteropodinae; Pteropus"	"HLpteVam3"	"DNA Zoo Consortium"	"DNA Zoo Consortium"	""	""	"2021-02-02"	""	19141	123279187	"pteropus_vampyrus"
"246"	"Pteropus_alecto__black_flying_fox__pteAle1__GCF_000325575.1"	"Pteropus_alecto"	"black flying fox"	""	9402	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Pteropodinae; Pteropus"	"pteAle1"	"GCF_000325575.1"	"NCBI"	"ASM32557v1"	"Scaffold"	"2013-12-04"	"BGI"	31841	15954802	"pteropus_alecto"
"247"	"Rousettus_aegyptiacus__Egyptian_rousette__HLrouAeg4__GCA_014176215.1"	"Rousettus_aegyptiacus"	"Egyptian rousette"	"Rousettus_egyptiacus,Rousettus_aegypticus"	9407	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Rousettinae; Rousettus"	"HLrouAeg4"	"GCA_014176215.1"	"NCBI, Bat1K"	""	""	"2019-10-14"	""	21756723	113811795	"rousettus_aegyptiacus"
"248"	"Craseonycteris_thonglongyai__hog-nosed_bat__HLcraTho1__GCA_004027555.1"	"Craseonycteris_thonglongyai"	"hog-nosed bat"	""	208972	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Craseonycteridae; Craseonycteris"	"HLcraTho1"	"GCA_004027555.1"	"NCBI"	"CraTho_v1_BIUU"	"Scaffold"	"2019-01-16"	"Broad Institute"	23218	25762	"craseonycteris_thonglongyai"
"249"	"Hipposideros_armiger__great_roundleaf_bat__HLhipArm1__GCA_001890085.1"	"Hipposideros_armiger"	"great roundleaf bat"	"great_leaf-nosed_bat,great_Himalayan_leaf-nosed_bat"	186990	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Hipposideridae; Hipposideros"	"HLhipArm1"	"GCA_001890085.1"	"NCBI"	"ASM189008v1"	"Scaffold"	"2016-12-06"	"SKLEC & IECR"	39863	2328177	"hipposideros_armiger"
"250"	"Hipposideros_galeritus__Cantors_roundleaf_bat__HLhipGal1__GCA_004027415.1"	"Hipposideros_galeritus"	"Cantors roundleaf bat"	""	58069	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Hipposideridae; Hipposideros"	"HLhipGal1"	"GCA_004027415.1"	"NCBI"	"HipGal_v1_BIUU"	"Scaffold"	"2019-01-16"	"Broad Institute"	33704	37985	"hipposideros_galeritus"
"251"	"Lyroderma_lyra__Indian_false_vampire__HLmegLyr2__GCA_004026885.1"	"Lyroderma_lyra"	"Indian false vampire"	"Megaderma_lyra,_greater_false_vampire_bat"	3371112	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Megadermatidae; Megaderma"	"HLmegLyr2"	"GCA_004026885.1"	"NCBI"	"MegLyr_v1_BIUU"	"Scaffold"	"2019-01-16"	"Broad Institute"	71674	96489	"megaderma_lyra"
"252"	"Rhinolophus_sinicus__Chinese_rufous_horseshoe_bat__HLrhiSin1__GCA_001888835.1"	"Rhinolophus_sinicus"	"Chinese rufous horseshoe bat"	"Rhinolophus_rouxii_sinicus"	89399	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Rhinolophidae; Rhinolophinae; Rhinolophus"	"HLrhiSin1"	"GCA_001888835.1"	"NCBI"	"ASM188883v1"	"Scaffold"	"2016-12-04"	"SKLEC & IECR"	37803	3754400	"rhinolophus_sinicus"
"253"	"Rhinolophus_sinicus__Chinese_rufous_horseshoe_bat__HLrhiSin4__GCA_036562045.1"	"Rhinolophus_sinicus"	"Chinese rufous horseshoe bat"	"Rhinolophus_rouxii_sinicus"	89399	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Rhinolophoidea; Rhinolophidae; Rhinolophinae; Rhinolophus"	"HLrhiSin4"	"GCA_036562045.1"	"NCBI"	"ASM3656204v1"	"Chromosome"	"2024-06-26"	"Kunming Institute of Zoology, Chinese Academy of Sciences"	42906106	166556632	"rhinolophus_sinicus"
"254"	"Erinaceus_europaeus__western_European_hedgehog__HLeriEur3__GCF_950295315.1"	"Erinaceus_europaeus"	"western European hedgehog"	"European_hedgehog,common_hedgehog"	9365	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Erinaceidae; Erinaceinae; Erinaceus"	"HLeriEur3"	"GCF_950295315.1"	"NCBI"	"mEriEur2.1"	"Chromosome"	"2023-05-01"	"WELLCOME SANGER INSTITUTE"	999919	126757761	"erinaceus_europaeus"
"255"	"Solenodon_paradoxus__Hispaniolan_solenodon__HLsolPar1__GCA_004363575.1"	"Solenodon_paradoxus"	"Hispaniolan solenodon"	""	79805	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Solenodontidae; Solenodon"	"HLsolPar1"	"GCA_004363575.1"	"NCBI"	"SolPar_v1_BIUU"	"Scaffold"	"2019-03-22"	"Broad Institute"	236847	407682	"solenodon_paradoxus"
"256"	"Sorex_araneus__European_shrew__HLsorAra3__GCF_027595985.1"	"Sorex_araneus"	"European shrew"	"Eurasian_shrew"	42254	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Soricidae; Soricinae; Sorex"	"HLsorAra3"	"GCF_027595985.1"	"NCBI"	"mSorAra2.pri"	"Chromosome"	"2023-01-09"	"Vertebrate Genomes Project"	4024507	374364821	"sorex_araneus"
"257"	"Condylura_cristata__star-nosed_mole__conCri1__GCF_000260355.1"	"Condylura_cristata"	"star-nosed mole"	""	143302	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Condylura"	"conCri1"	"GCF_000260355.1"	"NCBI"	"ConCri1.0"	"Scaffold"	"2012-05-01"	"Broad Institute"	46163	55520359	"condylura_cristata"
"258"	"Scalopus_aquaticus__eastern_mole__HLscaAqu1__GCA_004024925.1"	"Scalopus_aquaticus"	"eastern mole"	""	71119	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Scalopus"	"HLscaAqu1"	"GCA_004024925.1"	"NCBI"	"ScaAqu_v1_BIUU"	"Scaffold"	"2019-01-15"	"Broad Institute"	72421	94879	"scalopus_aquaticus"
"259"	"Uropsilus_gracilis__gracile_shrew_mole__HLuroGra1__GCA_004024945.1"	"Uropsilus_gracilis"	"gracile shrew mole"	""	182669	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Uropsilus"	"HLuroGra1"	"GCA_004024945.1"	"NCBI"	"UroGra_v1_BIUU"	"Scaffold"	"2019-01-15"	"Broad Institute"	43618	55035	"uropsilus_gracilis"
"260"	"Equus_caballus__Horse__HLequCaba4__GCF_041296265.1"	"Equus_caballus"	"Horse"	"Equus_przewalskii_f._caballus,equine,Equus_przewalskii_forma_caballus,domestic_horse"	9796	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus"	"HLequCaba4"	"GCF_041296265.1"	"NCBI"	"TB-T2T"	"Chromosome"	"2024-08-16"	"University of Kentucky"	99223387	99223387	"equus_caballus"
"261"	"Equus_asinus__Ass__HLequAsin4__GCF_041296235.1"	"Equus_asinus"	"Ass"	"African_wild_ass,African_ass,Somali_wild_ass,domestic_ass,donkey"	9793	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus"	"HLequAsin4"	"GCF_041296235.1"	"NCBI"	"EquAss-T2T_v2"	"Chromosome"	"2024-12-12"	"University of Kentucky"	102829910	101318199	"equus_asinus"
"262"	"Equus_asinus__ass__HLequAsi3__GCA_016077325.1"	"Equus_asinus"	"ass"	"African_wild_ass,donkey,African_ass,Somali_wild_ass,domestic_ass"	9793	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus; Asinus"	"HLequAsi3"	"GCA_016077325.1"	"NCBI"	"EquAsi1.0"	"Chromosome"	"2020-12-15"	"Dairy Cattle Research Center, Shandong Academy of Agricultural Sciences"	25075547	98598843	"equus_asinus"
"263"	"Equus_asinus_asinus__ass__HLequAsiAsi2__GCA_003033725.1"	"Equus_asinus_asinus"	"ass"	"domestic_ass,donkey,African_ass,Somali_wild_ass,African_wild_ass"	83772	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus; Asinus; Equus asinus"	"HLequAsiAsi2"	"GCA_003033725.1"	"NCBI"	"ASM303372v1"	"Scaffold"	"2018-04-04"	"Centre for GeoGenetics"	134070	15144613	"equus_asinus_asinus"
"264"	"Equus_caballus__horse__equCab3__GCF_002863925.1"	"Equus_caballus"	"horse"	"Equus_przewalskii_f._caballus,equine,domestic_horse,Equus_przewalskii_forma_caballus"	9796	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus; Equus"	"equCab3"	"GCF_002863925.1"	"NCBI"	"EquCab3.0"	"Chromosome"	"2018-01-05"	"University of Louisville"	1502753	87230776	"equus_caballus"
"265"	"Equus_przewalskii__Przewalskis_horse__equPrz1__GCF_000696695.1"	"Equus_przewalskii"	"Przewalskis horse"	"Equus_ferus_przewalskii,Przewalski_horse,Equus_caballus_przewalskii"	9798	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Equidae; Equus; Equus"	"equPrz1"	"GCF_000696695.1"	"NCBI"	"Burgud"	"Scaffold"	"2014-06-05"	"College of Animal Science, Inner Mongolian Agricultural University, China"	57610	513800	"equus_przewalskii"
"266"	"Ceratotherium_simum_cottoni__northern_white_rhinoceros__HLcerSimCot2__GCA_021442165.1"	"Ceratotherium_simum_cottoni"	"northern white rhinoceros"	"square-lipped_rhinoceros,white_rhinoceros,northern_square-lipped_rhinoceros,Rhinoceros_simus"	310713	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Rhinocerotidae; Ceratotherium; Ceratotherium simum"	"HLcerSimCot2"	"GCA_021442165.1"	"NCBI"	"ASM2144216v1"	"Chromosome"	"2022-01-12"	"Max Planck Institute for Molecular Genetics"	16022912	65935509	"ceratotherium_simum_cottoni"
"267"	"Dicerorhinus_sumatrensis_sumatrensis__Sumatran_rhinoceros__HLdicSum1__GCA_002844835.1"	"Dicerorhinus_sumatrensis_sumatrensis"	"Sumatran rhinoceros"	""	310712	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Rhinocerotidae; Dicerorhinus; Dicerorhinus sumatrensis"	"HLdicSum1"	"GCA_002844835.1"	"NCBI"	"ASM284483v1"	"Scaffold"	"2017-12-19"	"Marshall University Genomic Core Facility"	89455	614498	"dicerorhinus_sumatrensis_sumatrensis"
"268"	"Tapirus_indicus__Asiatic_tapir__HLtapInd1__GCA_004024905.1"	"Tapirus_indicus"	"Asiatic tapir"	"Malayan_tapir"	9802	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Tapiridae; Tapirus"	"HLtapInd1"	"GCA_004024905.1"	"NCBI"	"TapInd_v1_BIUU"	"Scaffold"	"2019-01-15"	"Broad Institute"	225792	308930	"tapirus_indicus"
"269"	"Tapirus_indicus__Asiatic_tapir__HLtapInd2"	"Tapirus_indicus"	"Asiatic tapir"	"Malayan_tapir"	9802	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Perissodactyla; Tapiridae; Tapirus"	"HLtapInd2"	"DNA Zoo Consortium"	"DNA Zoo Consortium"	""	""	"2020-09-02"	""	155433	111226585	"tapirus_indicus"
